,data_dict,delta_Hmix,delta_Smix,delta_R,VECmix,Tmix,Omiga,is_stable,phase
1592,"{""Pd"": 0.05, ""Pt"": 0.3, ""Al"": 0.35, ""Cu"": 0.2, ""Au"": 0.1}",-28.62,11.894,4.203,7.85,1436.666,0.597,False,
1593,"{""Pd"": 0.05, ""Pt"": 0.3, ""Al"": 0.35, ""Cu"": 0.25, ""Au"": 0.05}",-27.98,11.43,4.445,7.85,1437.666,0.587,False,
1603,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.15, ""Cu"": 0.1, ""Au"": 0.35}",-16.42,11.635,3.457,9.4,1550.901,1.099,False,
1604,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.15, ""Cu"": 0.15, ""Au"": 0.3}",-17.41,12.035,3.905,9.4,1551.902,1.073,False,
1605,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.15, ""Cu"": 0.2, ""Au"": 0.25}",-18.22,12.224,4.234,9.4,1552.902,1.042,False,
1606,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.15, ""Cu"": 0.25, ""Au"": 0.2}",-18.85,12.224,4.468,9.4,1553.904,1.008,False,
1607,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.15, ""Cu"": 0.3, ""Au"": 0.15}",-19.3,12.035,4.617,9.4,1554.904,0.97,False,
1608,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.15, ""Cu"": 0.35, ""Au"": 0.1}",-19.57,11.635,4.689,9.4,1555.906,0.925,False,
1609,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.2, ""Cu"": 0.05, ""Au"": 0.35}",-19.87,11.277,2.814,9.0,1529.683,0.868,False,
1610,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.2, ""Cu"": 0.1, ""Au"": 0.3}",-20.74,11.894,3.432,9.0,1530.684,0.878,False,
1611,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.2, ""Cu"": 0.15, ""Au"": 0.25}",-21.43,12.224,3.878,9.0,1531.685,0.874,False,
1612,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.2, ""Cu"": 0.2, ""Au"": 0.2}",-21.94,12.329,4.204,9.0,1532.686,0.861,False,
1613,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.2, ""Cu"": 0.25, ""Au"": 0.15}",-22.27,12.224,4.434,9.0,1533.687,0.842,False,
1614,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.2, ""Cu"": 0.3, ""Au"": 0.1}",-22.42,11.894,4.579,9.0,1534.688,0.814,False,
1615,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.2, ""Cu"": 0.35, ""Au"": 0.05}",-22.39,11.277,4.646,9.0,1535.689,0.773,False,
1616,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.25, ""Cu"": 0.05, ""Au"": 0.3}",-24.05,11.43,2.789,8.6,1509.466,0.717,False,
1617,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.25, ""Cu"": 0.1, ""Au"": 0.25}",-24.62,11.977,3.406,8.6,1510.468,0.735,False,
1618,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.25, ""Cu"": 0.15, ""Au"": 0.2}",-25.01,12.224,3.849,8.6,1511.468,0.739,False,
1619,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.25, ""Cu"": 0.2, ""Au"": 0.15}",-25.22,12.224,4.172,8.6,1512.47,0.733,False,
1620,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.25, ""Cu"": 0.25, ""Au"": 0.1}",-25.25,11.977,4.399,8.6,1513.471,0.718,False,
1621,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.25, ""Cu"": 0.3, ""Au"": 0.05}",-25.1,11.43,4.541,8.6,1514.471,0.69,False,
1622,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.3, ""Cu"": 0.05, ""Au"": 0.25}",-27.79,11.43,2.765,8.2,1489.25,0.613,False,
1623,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.3, ""Cu"": 0.1, ""Au"": 0.2}",-28.06,11.894,3.38,8.2,1490.251,0.632,False,
1624,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.3, ""Cu"": 0.15, ""Au"": 0.15}",-28.15,12.035,3.821,8.2,1491.252,0.638,False,
1625,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.3, ""Cu"": 0.2, ""Au"": 0.1}",-28.06,11.894,4.14,8.2,1492.253,0.633,False,
1626,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.3, ""Cu"": 0.25, ""Au"": 0.05}",-27.79,11.43,4.363,8.2,1493.254,0.614,False,
1627,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.35, ""Cu"": 0.05, ""Au"": 0.2}",-31.09,11.277,2.739,7.8,1469.034,0.533,False,
1628,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.35, ""Cu"": 0.1, ""Au"": 0.15}",-31.06,11.635,3.353,7.8,1470.034,0.551,False,
1629,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.35, ""Cu"": 0.15, ""Au"": 0.1}",-30.85,11.635,3.791,7.8,1471.036,0.555,False,
1630,"{""Pd"": 0.05, ""Pt"": 0.35, ""Al"": 0.35, ""Cu"": 0.2, ""Au"": 0.05}",-30.46,11.277,4.108,7.8,1472.036,0.545,False,
1631,"{""Pd"": 0.1, ""Pt"": 0.05, ""Al"": 0.15, ""Cu"": 0.35, ""Au"": 0.35}",-15.8,11.635,5.328,9.65,1368.05,1.007,False,
1632,"{""Pd"": 0.1, ""Pt"": 0.05, ""Al"": 0.2, ""Cu"": 0.3, ""Au"": 0.35}",-17.7,11.894,5.124,9.25,1346.833,0.905,False,
1633,"{""Pd"": 0.1, ""Pt"": 0.05, ""Al"": 0.2, ""Cu"": 0.35, ""Au"": 0.3}",-17.3,11.894,5.298,9.25,1347.834,0.927,False,
1634,"{""Pd"": 0.1, ""Pt"": 0.05, ""Al"": 0.25, ""Cu"": 0.25, ""Au"": 0.35}",-19.58,11.977,4.854,8.85,1325.616,0.811,False,
1635,"{""Pd"": 0.1, ""Pt"": 0.05, ""Al"": 0.25, ""Cu"": 0.3, ""Au"": 0.3}",-19.06,12.047,5.098,8.85,1326.616,0.838,False,
1636,"{""Pd"": 0.1, ""Pt"": 0.05, ""Al"": 0.25, ""Cu"": 0.35, ""Au"": 0.25}",-18.36,11.977,5.268,8.85,1327.617,0.866,False,
1637,"{""Pd"": 0.1, ""Pt"": 0.05, ""Al"": 0.3, ""Cu"": 0.2, ""Au"": 0.35}",-21.44,11.894,4.506,8.45,1304.398,0.724,False,
1638,"{""Pd"": 0.1, ""Pt"": 0.05, ""Al"": 0.3, ""Cu"": 0.25, ""Au"": 0.3}",-20.8,12.047,4.83,8.45,1305.399,0.756,False,
1639,"{""Pd"": 0.1, ""Pt"": 0.05, ""Al"": 0.3, ""Cu"": 0.3, ""Au"": 0.25}",-19.98,12.047,5.07,8.45,1306.4,0.788,False,
1640,"{""Pd"": 0.1, ""Pt"": 0.05, ""Al"": 0.3, ""Cu"": 0.35, ""Au"": 0.2}",-18.98,11.894,5.237,8.45,1307.401,0.819,False,
1641,"{""Pd"": 0.1, ""Pt"": 0.05, ""Al"": 0.35, ""Cu"": 0.15, ""Au"": 0.35}",-23.28,11.635,4.065,8.05,1283.18,0.641,False,
1642,"{""Pd"": 0.1, ""Pt"": 0.05, ""Al"": 0.35, ""Cu"": 0.2, ""Au"": 0.3}",-22.52,11.894,4.485,8.05,1284.182,0.678,False,
1643,"{""Pd"": 0.1, ""Pt"": 0.05, ""Al"": 0.35, ""Cu"": 0.25, ""Au"": 0.25}",-21.58,11.977,4.805,8.05,1285.182,0.713,False,
1644,"{""Pd"": 0.1, ""Pt"": 0.05, ""Al"": 0.35, ""Cu"": 0.3, ""Au"": 0.2}",-20.46,11.894,5.043,8.05,1286.184,0.748,False,
1645,"{""Pd"": 0.1, ""Pt"": 0.05, ""Al"": 0.35, ""Cu"": 0.35, ""Au"": 0.15}",-19.16,11.635,5.206,8.05,1287.184,0.782,False,
1647,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.15, ""Cu"": 0.3, ""Au"": 0.35}",-16.46,12.252,5.065,9.6,1402.421,1.044,False,
1648,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.15, ""Cu"": 0.35, ""Au"": 0.3}",-16.43,12.252,5.222,9.6,1403.421,1.047,False,
1649,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.2, ""Cu"": 0.25, ""Au"": 0.35}",-18.67,12.441,4.809,9.2,1381.203,0.92,False,
1650,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.2, ""Cu"": 0.3, ""Au"": 0.3}",-18.52,12.511,5.036,9.2,1382.204,0.934,False,
1651,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.2, ""Cu"": 0.35, ""Au"": 0.25}",-18.19,12.441,5.19,9.2,1383.205,0.946,False,
1652,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.25, ""Cu"": 0.2, ""Au"": 0.35}",-20.86,12.441,4.478,8.8,1359.986,0.811,False,
1653,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.25, ""Cu"": 0.25, ""Au"": 0.3}",-20.59,12.595,4.784,8.8,1360.986,0.833,False,
1654,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.25, ""Cu"": 0.3, ""Au"": 0.25}",-20.14,12.595,5.007,8.8,1361.988,0.852,False,
1655,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.25, ""Cu"": 0.35, ""Au"": 0.2}",-19.51,12.441,5.157,8.8,1362.988,0.869,False,
1656,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.3, ""Cu"": 0.15, ""Au"": 0.35}",-23.03,12.252,4.054,8.4,1338.768,0.712,False,
1657,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.3, ""Cu"": 0.2, ""Au"": 0.3}",-22.64,12.511,4.455,8.4,1339.769,0.74,False,
1658,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.3, ""Cu"": 0.25, ""Au"": 0.25}",-22.07,12.595,4.758,8.4,1340.77,0.765,False,
1659,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.3, ""Cu"": 0.3, ""Au"": 0.2}",-21.32,12.511,4.978,8.4,1341.771,0.787,False,
1660,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.3, ""Cu"": 0.35, ""Au"": 0.15}",-20.39,12.252,5.124,8.4,1342.772,0.807,False,
1661,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.1, ""Au"": 0.35}",-25.18,11.853,3.508,8.0,1317.55,0.62,False,
1662,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.15, ""Au"": 0.3}",-24.67,12.252,4.034,8.0,1318.552,0.655,False,
1663,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.2, ""Au"": 0.25}",-23.98,12.441,4.431,8.0,1319.552,0.685,False,
1664,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.25, ""Au"": 0.2}",-23.11,12.441,4.731,8.0,1320.554,0.711,False,
1665,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.3, ""Au"": 0.15}",-22.06,12.252,4.948,8.0,1321.554,0.734,False,
1666,"{""Pd"": 0.1, ""Pt"": 0.1, ""Al"": 0.35, ""Cu"": 0.35, ""Au"": 0.1}",-20.83,11.853,5.091,8.0,1322.556,0.753,False,
1670,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.15, ""Cu"": 0.25, ""Au"": 0.35}",-16.88,12.582,4.759,9.55,1436.79,1.071,False,
1671,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.15, ""Cu"": 0.3, ""Au"": 0.3}",-17.1,12.652,4.969,9.55,1437.791,1.064,False,
1672,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.15, ""Cu"": 0.35, ""Au"": 0.25}",-17.14,12.582,5.105,9.55,1438.792,1.056,False,
1673,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.2, ""Cu"": 0.2, ""Au"": 0.35}",-19.4,12.687,4.443,9.15,1415.573,0.926,False,
1674,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.2, ""Cu"": 0.25, ""Au"": 0.3}",-19.5,12.841,4.731,9.15,1416.574,0.933,False,
1675,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.2, ""Cu"": 0.3, ""Au"": 0.25}",-19.42,12.841,4.938,9.15,1417.575,0.937,False,
1676,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.2, ""Cu"": 0.35, ""Au"": 0.2}",-19.16,12.687,5.07,9.15,1418.576,0.939,False,
1677,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.25, ""Cu"": 0.15, ""Au"": 0.35}",-21.9,12.582,4.037,8.75,1394.356,0.801,False,
1678,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.25, ""Cu"": 0.2, ""Au"": 0.3}",-21.88,12.841,4.419,8.75,1395.356,0.819,False,
1679,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.25, ""Cu"": 0.25, ""Au"": 0.25}",-21.68,12.925,4.704,8.75,1396.358,0.832,False,
1680,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.25, ""Cu"": 0.3, ""Au"": 0.2}",-21.3,12.841,4.907,8.75,1397.358,0.842,False,
1681,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.25, ""Cu"": 0.35, ""Au"": 0.15}",-20.74,12.582,5.035,8.75,1398.359,0.848,False,
1682,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.1, ""Au"": 0.35}",-24.38,12.252,3.511,8.35,1373.138,0.69,False,
1683,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.15, ""Au"": 0.3}",-24.24,12.652,4.015,8.35,1374.139,0.717,False,
1684,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.2, ""Au"": 0.25}",-23.92,12.841,4.394,8.35,1375.14,0.738,False,
1685,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.25, ""Au"": 0.2}",-23.42,12.841,4.676,8.35,1376.141,0.755,False,
1686,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.3, ""Au"": 0.15}",-22.74,12.652,4.875,8.35,1377.142,0.766,False,
1687,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.3, ""Cu"": 0.35, ""Au"": 0.1}",-21.88,12.252,5.0,8.35,1378.143,0.772,False,
1688,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.35, ""Cu"": 0.05, ""Au"": 0.35}",-26.84,11.635,2.802,7.95,1351.92,0.586,False,
1689,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.35, ""Cu"": 0.1, ""Au"": 0.3}",-26.58,12.252,3.491,7.95,1352.922,0.624,False,
1690,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.35, ""Cu"": 0.15, ""Au"": 0.25}",-26.14,12.582,3.992,7.95,1353.923,0.652,False,
1691,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.35, ""Cu"": 0.2, ""Au"": 0.2}",-25.52,12.687,4.368,7.95,1354.924,0.674,False,
1692,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.35, ""Cu"": 0.25, ""Au"": 0.15}",-24.72,12.582,4.647,7.95,1355.924,0.69,False,
1693,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.35, ""Cu"": 0.3, ""Au"": 0.1}",-23.74,12.252,4.843,7.95,1356.926,0.7,False,
1694,"{""Pd"": 0.1, ""Pt"": 0.15, ""Al"": 0.35, ""Cu"": 0.35, ""Au"": 0.05}",-22.58,11.635,4.963,7.95,1357.926,0.7,False,
1700,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.15, ""Cu"": 0.2, ""Au"": 0.35}",-17.06,12.687,4.402,9.5,1471.16,1.094,False,
1701,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.15, ""Cu"": 0.25, ""Au"": 0.3}",-17.53,12.841,4.673,9.5,1472.161,1.078,False,
1702,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.15, ""Cu"": 0.3, ""Au"": 0.25}",-17.82,12.841,4.861,9.5,1473.162,1.062,False,
1703,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.15, ""Cu"": 0.35, ""Au"": 0.2}",-17.93,12.687,4.975,9.5,1474.164,1.043,False,
1704,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.2, ""Cu"": 0.15, ""Au"": 0.35}",-19.89,12.687,4.013,9.1,1449.943,0.925,False,
1705,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.2, ""Cu"": 0.2, ""Au"": 0.3}",-20.24,12.946,4.376,9.1,1450.944,0.928,False,
1706,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.2, ""Cu"": 0.25, ""Au"": 0.25}",-20.41,13.03,4.643,9.1,1451.945,0.927,False,
1707,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.2, ""Cu"": 0.3, ""Au"": 0.2}",-20.4,12.946,4.828,9.1,1452.946,0.922,False,
1708,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.2, ""Cu"": 0.35, ""Au"": 0.15}",-20.21,12.687,4.938,9.1,1453.947,0.913,False,
1709,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.1, ""Au"": 0.35}",-22.7,12.441,3.507,8.7,1428.726,0.783,False,
1710,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.15, ""Au"": 0.3}",-22.93,12.841,3.989,8.7,1429.726,0.801,False,
1711,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.2, ""Au"": 0.25}",-22.98,13.03,4.349,8.7,1430.728,0.811,False,
1712,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.25, ""Au"": 0.2}",-22.85,13.03,4.613,8.7,1431.729,0.816,False,
1713,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.3, ""Au"": 0.15}",-22.54,12.841,4.795,8.7,1432.73,0.816,False,
1714,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.25, ""Cu"": 0.35, ""Au"": 0.1}",-22.05,12.441,4.901,8.7,1433.73,0.809,False,
1715,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.05, ""Au"": 0.35}",-25.49,11.894,2.825,8.3,1407.508,0.657,False,
1716,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.1, ""Au"": 0.3}",-25.6,12.511,3.485,8.3,1408.509,0.688,False,
1717,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.15, ""Au"": 0.25}",-25.53,12.841,3.965,8.3,1409.51,0.709,False,
1718,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.2, ""Au"": 0.2}",-25.28,12.946,4.322,8.3,1410.511,0.722,False,
1719,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.25, ""Au"": 0.15}",-24.85,12.841,4.583,8.3,1411.512,0.729,False,
1720,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.3, ""Au"": 0.1}",-24.24,12.511,4.761,8.3,1412.513,0.729,False,
1721,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.3, ""Cu"": 0.35, ""Au"": 0.05}",-23.45,11.894,4.862,8.3,1413.514,0.717,False,
1722,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.35, ""Cu"": 0.05, ""Au"": 0.3}",-28.25,11.894,2.804,7.9,1387.292,0.584,False,
1723,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.35, ""Cu"": 0.1, ""Au"": 0.25}",-28.06,12.441,3.463,7.9,1388.292,0.616,False,
1724,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.35, ""Cu"": 0.15, ""Au"": 0.2}",-27.69,12.687,3.94,7.9,1389.294,0.637,False,
1725,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.35, ""Cu"": 0.2, ""Au"": 0.15}",-27.14,12.687,4.294,7.9,1390.294,0.65,False,
1726,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.35, ""Cu"": 0.25, ""Au"": 0.1}",-26.41,12.441,4.552,7.9,1391.296,0.655,False,
1727,"{""Pd"": 0.1, ""Pt"": 0.2, ""Al"": 0.35, ""Cu"": 0.3, ""Au"": 0.05}",-25.5,11.894,4.726,7.9,1392.296,0.649,False,
1736,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.2, ""Au"": 0.3}",-17.72,12.841,4.326,9.45,1506.531,1.092,False,
1737,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.25, ""Au"": 0.25}",-18.26,12.925,4.576,9.45,1507.532,1.067,False,
1738,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.3, ""Au"": 0.2}",-18.62,12.841,4.742,9.45,1508.534,1.04,False,
1739,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.15, ""Cu"": 0.35, ""Au"": 0.15}",-18.8,12.582,4.833,9.45,1509.534,1.01,False,
1740,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.2, ""Cu"": 0.1, ""Au"": 0.35}",-20.14,12.441,3.495,9.05,1484.313,0.917,False,
1741,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.2, ""Cu"": 0.15, ""Au"": 0.3}",-20.74,12.841,3.956,9.05,1485.314,0.92,False,
1742,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.2, ""Cu"": 0.2, ""Au"": 0.25}",-21.16,13.03,4.298,9.05,1486.315,0.915,False,
1743,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.2, ""Cu"": 0.25, ""Au"": 0.2}",-21.4,13.03,4.544,9.05,1487.316,0.906,False,
1744,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.2, ""Cu"": 0.3, ""Au"": 0.15}",-21.46,12.841,4.707,9.05,1488.317,0.891,False,
1745,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.2, ""Cu"": 0.35, ""Au"": 0.1}",-21.34,12.441,4.793,9.05,1489.318,0.868,False,
1746,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.25, ""Cu"": 0.05, ""Au"": 0.35}",-23.26,11.977,2.839,8.65,1463.096,0.753,False,
1747,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.25, ""Cu"": 0.1, ""Au"": 0.3}",-23.74,12.595,3.472,8.65,1464.096,0.777,False,
1748,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.25, ""Cu"": 0.15, ""Au"": 0.25}",-24.04,12.925,3.93,8.65,1465.097,0.788,False,
1749,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.25, ""Cu"": 0.2, ""Au"": 0.2}",-24.16,13.03,4.268,8.65,1466.098,0.791,False,
1750,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.25, ""Cu"": 0.25, ""Au"": 0.15}",-24.1,12.925,4.511,8.65,1467.1,0.787,False,
1751,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.25, ""Cu"": 0.3, ""Au"": 0.1}",-23.86,12.595,4.671,8.65,1468.101,0.775,False,
1752,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.25, ""Cu"": 0.35, ""Au"": 0.05}",-23.44,11.977,4.752,8.65,1469.101,0.751,False,
1753,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.3, ""Cu"": 0.05, ""Au"": 0.3}",-26.72,12.047,2.817,8.25,1442.879,0.651,False,
1754,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.3, ""Cu"": 0.1, ""Au"": 0.25}",-26.9,12.595,3.448,8.25,1443.88,0.676,False,
1755,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.3, ""Cu"": 0.15, ""Au"": 0.2}",-26.9,12.841,3.903,8.25,1444.881,0.69,False,
1756,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.3, ""Cu"": 0.2, ""Au"": 0.15}",-26.72,12.841,4.239,8.25,1445.882,0.695,False,
1757,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.3, ""Cu"": 0.25, ""Au"": 0.1}",-26.36,12.595,4.478,8.25,1446.883,0.691,False,
1758,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.3, ""Cu"": 0.3, ""Au"": 0.05}",-25.82,12.047,4.634,8.25,1447.884,0.676,False,
1759,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.35, ""Cu"": 0.05, ""Au"": 0.25}",-29.74,11.977,2.794,7.85,1422.662,0.573,False,
1760,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.35, ""Cu"": 0.1, ""Au"": 0.2}",-29.62,12.441,3.423,7.85,1423.664,0.598,False,
1761,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.35, ""Cu"": 0.15, ""Au"": 0.15}",-29.32,12.582,3.876,7.85,1424.664,0.611,False,
1762,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.35, ""Cu"": 0.2, ""Au"": 0.1}",-28.84,12.441,4.209,7.85,1425.666,0.615,False,
1763,"{""Pd"": 0.1, ""Pt"": 0.25, ""Al"": 0.35, ""Cu"": 0.25, ""Au"": 0.05}",-28.18,11.977,4.444,7.85,1426.666,0.606,False,
1775,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.15, ""Cu"": 0.2, ""Au"": 0.25}",-18.46,12.841,4.239,9.4,1541.902,1.073,False,
1776,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.15, ""Cu"": 0.25, ""Au"": 0.2}",-19.07,12.841,4.467,9.4,1542.904,1.039,False,
1777,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.15, ""Cu"": 0.3, ""Au"": 0.15}",-19.5,12.652,4.611,9.4,1543.904,1.002,False,
1778,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.15, ""Cu"": 0.35, ""Au"": 0.1}",-19.75,12.252,4.677,9.4,1544.905,0.958,False,
1779,"{""Pd"": 0.1, ""Pt"": 0.3, ""Al"": 0.2, ""Cu"": 0.05, ""Au"": 0.35}",-20.15,11.894,2.845,9.0,1518.683,0.896,False,
